Id,price
0,17457.298001971863
1,16950.28387639127
2,23842.020290914283
3,14473.145708134522
4,7368.548073234985
5,24149.488112202584
6,5536.059158262703
7,7305.574582516414
8,16488.32245502727
9,18677.443845552363
10,28385.311087314087
11,5607.907286774484
12,14274.061813382003
13,9964.49111510686
14,16851.79515199853
15,10364.93272117001
16,18678.52854895997
17,16370.48765760031
18,14368.438810481144
19,10716.365655825177
20,6186.21530030994
21,5156.500983258077
22,14501.408216488015
23,17212.19547138602
24,19921.603025419543
25,20023.4752164666
26,23690.798975784008
27,17938.83354495183
28,5723.840006336395
29,17486.908821817913
30,18296.729131625212
31,14342.643239269206
32,14678.308179247093
33,6437.067680096566
34,26322.96651260048
35,18617.21347734392
36,10597.669428865282
37,15543.773379320748
38,17293.93730949878
39,20055.59968544734
40,15372.778635465545
41,17436.35134597286
42,17551.57604742664
43,28959.56830601594
44,17744.380590350607
45,19859.292579415003
46,14075.483534912815
47,11524.926230951969
48,18891.17608231619
49,8123.851974828332
50,22412.892003361787
51,5592.339888649369
52,16525.01215906591
53,16631.37716311482
54,15694.516534155748
55,19816.721753126723
56,22512.332638458603
57,9753.561601286183
58,10385.399812725238
59,16974.93839179312
60,13570.772689672442
61,18370.973652141754
62,12562.447341232355
63,23109.79420847463
64,21017.621829411484
65,18060.663399363104
66,13203.933051296599
67,18899.117985146873
68,27014.925788691355
69,20805.94071705735
70,15943.474219135602
71,20402.04448083084
72,15374.893909488892
73,14288.743720761388
74,16108.539142524296
75,13643.98598701637
76,16702.694575036785
77,20445.98794525459
78,9691.303705456872
79,27437.99437858439
80,7765.53957371588
81,23421.708417612444
82,16651.965052552507
83,15164.590555568655
84,6428.514898003252
85,14395.789495267125
86,16381.021995633972
87,25835.030957133156
88,26131.642679743523
89,18625.78074008595
90,20460.8954084335
91,15761.191281729329
92,22626.081795518072
93,16496.97394962777
94,10347.044231125004
95,19503.235113076695
96,17228.79345659903
97,9829.961920125588
98,29402.684720739773
99,11514.667632103568
100,15730.694708437637
101,17425.73663824792
102,18604.44383208105
103,14005.670938616106
104,10424.096058877223
105,16528.18664845403
106,16917.87196575206
107,16065.10980893704
108,13986.47141990053
109,20098.354111985922
110,6181.113092846103
111,9370.498121091632
112,16617.838405211663
113,6173.765352660581
114,13756.651241656551
115,15470.242313780065
116,18114.1740459186
117,20619.533909285416
118,16278.707546323141
119,19757.446881409815
120,12406.474626445919
121,14225.199781981382
122,16956.41382898634
123,18069.176662761114
124,14288.350115307978
125,5392.756127168796
126,19481.106092558282
127,14393.450618414765
128,17897.72170046289
129,11318.698865799353
130,10044.24032170116
131,30652.004643478183
132,6170.25360772799
133,5790.391879780894
134,13986.47141990053
135,23299.931098484187
136,13895.614657369832
137,13764.126610274414
138,16523.175853399196
139,15616.860918707538
140,17219.95179912723
141,15670.20021253063
142,14152.419643254501
143,16018.480699186399
144,9951.115820183779
145,13655.079735394285
146,26428.20174102639
147,15261.11775497352
148,12670.275538680908
149,12662.574586649853
150,8254.840353189691
151,9663.548435871406
152,16704.92458097694
153,17834.126647298457
154,9069.333078839174
155,10270.74255705913
156,12996.079845594564
157,6695.903343933245
158,12933.446959514593
159,16065.10980893704
160,16277.643218957814
161,28716.024693853124
162,11113.092783166927
163,10830.61748522253
164,27941.671869305832
165,5406.2723930347
166,17576.68961964122
167,15485.937354393753
168,10029.862824331218
169,18385.92324210465
170,25418.666605159764
171,22871.184326103914
172,29226.067528103627
173,17242.270581775985
174,16979.85132411536
175,6564.606304406237
176,20351.65198047306
177,25390.869670755343
178,9499.56703795472
179,30503.966761389132
180,15583.834246762863
181,25479.5280291805
182,18789.448249120756
183,15173.336706694965
184,27815.821891398835
185,9402.363077614784
186,9002.44331354318
187,21372.617871986804
188,19243.987564992298
189,15020.51442487004
190,16396.54796111568
191,23109.79420847463
192,16006.186180108218
193,16673.63010550447
194,17049.16886610394
195,16244.267718227593
196,15140.727620513404
197,11693.106829440816
198,16768.426722701955
199,10622.497504211486
200,14274.061813382003
201,16213.296865728575
202,12534.119205700945
203,20303.430266367424
204,41425.98828688924
205,10689.014971039196
206,15959.992084139649
207,17751.632749471024
208,19606.131165325478
209,13672.805706683004
210,15501.06330439796
211,16065.10980893704
212,25584.557785231118
213,17061.349295672797
214,9477.526757084886
215,8634.166009473334
216,16811.001753609908
217,16166.730096430778
218,13832.933082655172
219,10963.559903023159
220,16620.910548728898
221,17548.985551339683
222,26409.412171211545
223,5491.741006250612
224,17212.19547138602
225,4988.5101912568425
226,7624.94838299981
227,19062.321020603424
228,18008.57296243865
229,18427.206357354957
230,9490.622927319084
231,27481.493718787387
232,13701.614532079284
233,10286.37549202621
234,8232.55819443327
235,12628.323281394594
236,13412.749630261931
237,24944.707106958766
238,17581.222346028837
239,11889.598061581906
240,23732.140837805404
241,19771.129385399454
242,16811.001753609908
243,13033.211128360885
244,14028.97752605168
245,6662.276658971769
246,17834.607431013756
247,25852.237852932307
248,19640.8291085532
249,15173.336706694965
250,12319.84016119873
251,15669.87037813792
252,17901.13486157567
253,14644.525857031469
254,17956.373731379863
255,11257.686970747978
256,12610.050228951204
257,8791.852537042207
258,25269.56135079689
259,13797.76955893914
260,6203.486539055688
261,19768.05052467661
262,8592.550335089678
263,20789.750298561907
264,13918.52557562203
265,18585.55987330159
266,17469.364172696365
267,13585.558567872622
268,6037.810061752197
269,17032.570880890933
270,14585.222506795231
271,16431.73343581007
272,13863.355189619446
273,10052.736538148643
274,7048.092522909951
275,18912.246547487903
276,27087.646901469896
277,22871.184326103914
278,10388.736044082369
279,18134.63176100337
280,19460.982170687043
281,8693.287661764723
282,17798.078723286108
283,17032.570880890933
284,6369.137851249812
285,6786.249646006299
286,14902.760129097382
287,17146.789278440374
288,17986.748723128076
289,28716.024693853124
290,16845.481728781622
291,16441.530588924325
292,23399.76355701896
293,17378.81050131758
294,11164.07847211232
295,10827.030111368009
296,13818.220945204766
297,26279.12142062064
298,20118.410746199956
299,16523.175853399196
300,7317.507492564798
301,26687.9536770065
302,17338.978328951045
303,15433.353568266088
304,14767.528840177474
305,14667.694668816046
306,15047.08651155369
307,10960.649825317134
308,17473.655479807945
309,27632.166562344886
310,11515.015353698114
311,6616.412071052066
312,15285.058052298955
313,6845.657490754185
314,15918.702443571343
315,15602.56892611099
316,20307.41592271814
317,11084.609676763394
318,16631.37716311482
319,18774.190143497646
320,16702.694575036785
321,13166.28481921331
322,6463.227368496911
323,15606.80151675515
324,9951.207701128891
325,5327.2303412677575
326,14030.325454017955
327,27621.32230878186
328,15010.23733901797
329,6272.650398114659
330,5433.295555072828
331,5491.741006250612
332,13173.790157801142
333,22954.256672086485
334,11899.059678430893
335,19400.706786473052
336,14783.01507690047
337,15059.588139184736
338,22248.1503493719
339,18254.672180896345
340,18423.20469581068
341,17169.94252899637
342,17212.19547138602
343,13819.930197105457
344,12870.316419752053
345,16983.83599415776
346,17309.551786851443
347,17109.436928444822
348,13793.423472072114
349,13764.126610274414
350,23581.173367216852
351,17746.941469269714
352,18376.13525945717
353,23707.396960997015
354,18069.176662761114
355,17024.23080413721
356,26120.578247754187
357,8918.288765427933
358,8384.92032355823
359,13986.47141990053
360,18473.965944181848
361,9085.857070025135
362,24663.298927036343
363,17389.157411217842
364,12899.379572135485
365,22800.28008705192
366,28210.04331140677
367,25269.56135079689
368,16742.490726826927
369,16195.08547095778
370,11308.632162410353
371,13843.648315855207
372,23479.478994466706
373,9641.987156855563
374,9829.961920125588
375,20756.704905405582
376,18114.1740459186
377,8526.229192045845
378,6256.911087932868
379,13368.905333717457
380,9280.181154879225
381,17037.484146147177
382,7645.538988679608
383,18254.672180896345
384,6789.528396183176
385,16631.37716311482
386,13258.567576004665
387,17833.555292147874
388,6955.220279349291
389,19542.88087633447
390,6300.023629250738
391,39401.19802192521
392,29013.784524682662
393,14641.571837715417
394,15358.516976914685
395,5433.295555072828
396,5619.363050687497
397,17064.94981673391
398,16319.896161347457
399,23695.705434833642
400,17389.157411217842
401,18568.512117857124
402,22084.798306877947
403,10457.787296081342
404,15609.806004461103
405,7710.079715490899
406,25570.38121110873
407,14064.301961084218
408,13885.17410794238
409,16221.833515548518
410,14156.568646295518
